386,-0.15,-0.01,-0.01,4.14,0.72,8.74
,,,,,,
387,-0.16,0,0,4.2,0.4,8.7
,,,,,,
388,-0.17,0,0,4.08,0.61,9.36
,,,,,,
389,-0.18,0,0,3.85,0.73,9.02
,,,,,,
390,-0.18,0.01,0,4.19,0.85,9.08
,,,,,,
391,-0.18,-0.03,0,4.02,0.45,8.95
,,,,,,
392,-0.19,-0.02,0,4.44,1.04,8.88
,,,,,,
393,-0.17,0.03,-0.01,3.8,0.54,8.96
,,,,,,
394,-0.16,0,-0.01,4.41,0.84,8.54
,,,,,,
395,-0.14,0.02,-0.01,3.57,-0.03,8.82
,,,,,,
396,-0.13,0.06,0,4.93,0.12,8.52
,,,,,,
397,-0.11,0,0,3.49,0.44,9.54
,,,,,,
398,-0.11,0,0,4.81,0.27,7.44
,,,,,,
399,-0.14,0.01,0,3.69,0.28,8.83
,,,,,,
400,-0.13,0.07,0,4.35,0.58,9.68
,,,,,,
401,-0.11,0.04,0,4.17,0.45,10.07
,,,,,,
402,-0.08,0.02,-0.01,4.64,0.67,9.25
,,,,,,
403,-0.1,0.04,-0.01,4.25,0.26,8.42
,,,,,,
404,-0.13,0.03,-0.02,3.99,0.82,9.02
,,,,,,
405,-0.15,0.05,-0.03,4.62,0.55,9.23
,,,,,,
406,-0.09,0.06,-0.03,4.41,0.42,9.73
,,,,,,
